playerid,name,position,position_id,team,team_id,value,GW_1,GW_2,GW_3,GW_4,GW_5,GW_6,GW_7,GW_8,GW_9,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_22,GW_23,GW_24,GW_25,GW_26,GW_27,GW_28,GW_29,GW_30,GW_31,GW_32,GW_33,GW_34,GW_35,GW_36,GW_37,GW_38
259,Fabio Henrique Tavares,MID,4,Liverpool,14,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Facundo Buonanotte,MID,4,Brighton,1,4.7,0,0,0,0,0,1,0,0,0,1,1,3,0,7,1,1,1,1,0,3,3,1,7,1,7,3,1,0,0,1,2,1,1,0,2,3,4,0
261,Facundo Pellistri Rebollo,MID,4,Man Utd,6,4.3,1,1,0,0,1,0,2,0,0,0,4,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Felipe Augusto de Almeida Monteiro,DEF,2,Nott'm Forest,16,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,-1,-1,0,1,1,0,0,0,0,0,0,0,0
263,Femi Seriki,DEF,2,Sheffield Utd,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Filip Marschall,GK,3,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Finley Munroe,DEF,2,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,Fletcher Holman,FWD,1,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Flynn Downes,MID,4,West Ham,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Fodé Ballo-Touré,DEF,2,Fulham,12,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,Folarin Balogun,FWD,1,Arsenal,4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Francisco Jorge Tomás Oliveira,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Franco Umeh-Chibueze,FWD,1,Crystal Palace,11,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Frank Onyeka,MID,4,Brentford,3,4.9,0,0,1,1,1,1,0,1,2,0,5,1,2,2,2,0,0,0,0,1,0,0,0,0,2,2,4,1,1,0,1,1,6,0,0,1,0,0
273,Fraser Forster,GK,3,Spurs,15,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Fred Onyedinma,MID,4,Luton,13,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,2,0
275,Frederico Rodrigues de Paula Santos,MID,4,Man Utd,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Fábio Ferreira Vieira,MID,4,Arsenal,4,5.4,0,0,7,4,3,1,1,0,0,6,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
277,Fábio Silva,FWD,1,Wolves,20,5.3,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Gabriel Fernando de Jesus,FWD,1,Arsenal,4,7.9,0,0,1,6,1,2,5,1,2,0,0,0,2,2,11,2,9,2,1,1,5,10,0,0,0,0,1,1,0,1,0,5,2,6,0,4,1,1
279,Gabriel Martinelli Silva,MID,4,Arsenal,4,7.7,5,3,2,5,1,0,0,6,2,3,2,2,2,3,7,2,3,2,2,5,14,3,10,3,3,6,11,0,0,1,1,1,1,2,1,1,1,2
280,Gabriel Osho,DEF,2,Luton,13,4.4,0,0,0,0,0,0,0,0,0,0,2,2,1,1,6,0,0,6,1,1,2,7,5,1,0,0,0,2,0,0,0,0,0,0,1,2,1,0
281,Gabriel Słonina,GK,3,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Gabriel dos Santos Magalhães,DEF,2,Arsenal,4,5.0,1,1,0,2,5,1,6,8,1,0,2,2,6,2,1,2,6,10,1,1,17,2,-1,12,6,2,6,1,0,6,6,6,0,12,1,7,7,1
283,Garang Kuol,MID,4,Newcastle,17,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Gavin Kilkenny,MID,4,Bournemouth,10,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,George Baldock,DEF,2,Sheffield Utd,9,3.9,2,0,1,1,0,0,0,0,0,0,4,2,5,1,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
286,George Earthy,MID,4,West Ham,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1
287,George Shelvey,GK,3,Nott'm Forest,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Gianluca Scamacca,FWD,1,West Ham,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Giovani Lo Celso,MID,4,Spurs,15,4.8,0,0,1,0,0,0,0,0,1,0,0,1,10,7,2,1,0,1,1,11,0,0,0,0,1,0,1,0,1,0,1,1,1,0,2,1,2,0
290,Giovanni Reyna,MID,4,Nott'm Forest,16,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,5,1,1,0,0,0
291,Giulian Biancone,DEF,2,Nott'm Forest,16,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Glen Rea,MID,4,Luton,13,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Gonzalo Montiel,DEF,2,Nott'm Forest,16,4.4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3
294,Gonçalo Manuel Ganchinho Guedes,MID,4,Wolves,20,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Granit Xhaka,MID,4,Arsenal,4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Guglielmo Vicario,GK,3,Spurs,15,5.2,1,11,7,2,3,2,3,7,6,3,1,1,2,1,2,2,6,6,1,3,1,2,1,2,3,0,2,6,2,2,3,4,0,0,2,2,4,6
297,Gustavo Hamer,MID,4,Sheffield Utd,9,5.0,0,6,2,2,10,2,2,2,2,2,1,2,2,1,2,6,1,5,1,0,1,5,1,0,2,2,2,7,0,4,5,5,2,10,5,2,2,2
298,Gustavo Henrique Furtado Scarpa,MID,4,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Habeeb Ogunneye,DEF,2,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Hakim Ziyech,MID,4,Chelsea,8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Halil Dervişoğlu,FWD,1,Brentford,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Hamed Traorè,MID,4,Bournemouth,10,4.7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Han-Noah Massengo,MID,4,Burnley,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Hannes Delcroix,DEF,2,Burnley,5,4.0,0,0,1,-1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Hannibal Mejbri,MID,4,Man Utd,6,4.4,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Harrison Ashby,DEF,2,Newcastle,17,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Harrison Reed,MID,4,Fulham,12,4.6,3,1,4,2,3,3,2,1,1,1,0,0,2,2,0,1,1,1,0,1,0,0,1,1,0,3,3,1,0,0,1,0,1,0,3,0,0,4
308,Harry Amass,DEF,2,Man Utd,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Harry Arter,MID,4,Nott'm Forest,16,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Harry Kane,FWD,1,Spurs,15,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Harry Maguire,DEF,2,Man Utd,6,4.3,0,0,0,0,0,0,1,6,2,1,7,6,6,1,5,1,0,0,0,0,0,1,6,7,0,6,0,0,0,1,0,1,1,12,2,0,0,0
312,Harry Toffolo,DEF,2,Nott'm Forest,16,4.4,0,0,0,0,0,0,4,6,1,1,15,1,0,2,0,8,0,1,0,1,0,1,0,0,0,1,2,2,1,1,1,0,0,0,0,1,0,2
313,Harry Wilson,MID,4,Fulham,12,5.3,3,2,2,2,3,1,1,1,1,3,2,1,4,7,4,9,2,2,1,1,1,0,0,0,0,2,14,2,1,0,1,1,1,1,1,1,1,15
314,Harvey Barnes,MID,4,Newcastle,17,6.2,11,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,1,0,0,12,5,1,3,2,4,1,1,7
315,Harvey Elliott,MID,4,Liverpool,14,4.8,1,1,1,1,3,0,0,1,1,1,4,1,1,0,1,6,1,1,3,0,3,1,1,10,11,0,3,2,0,1,1,4,1,6,2,12,4,6
316,Harvey Griffiths,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Hjalmar Ekdal,DEF,2,Burnley,5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0
318,Hugo Bueno López,DEF,2,Wolves,20,4.4,1,1,6,1,-2,1,0,0,0,0,0,0,0,1,6,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,2,1,1,1,1,0,0,1
319,Hugo Lloris,GK,3,Spurs,15,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Hwang Hee-chan,MID,4,Wolves,20,5.5,1,5,1,6,6,1,8,10,4,7,5,2,7,1,10,2,2,2,14,6,0,0,0,0,2,3,0,0,0,0,0,0,1,2,6,7,2,2
321,Hwang Ui-jo,FWD,1,Nott'm Forest,16,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Hákon Valdimarsson,GK,3,Brentford,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Ian Maatsen,MID,4,Chelsea,8,5.2,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Ibrahim Sangaré,MID,4,Nott'm Forest,16,4.9,0,0,0,0,2,0,1,3,2,1,3,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1
325,Ibrahima Konaté,DEF,2,Liverpool,14,4.9,2,2,0,0,1,0,1,1,5,6,2,0,0,1,5,1,6,2,0,1,6,1,-2,0,2,0,8,0,0,0,2,0,2,1,0,0,0,0
326,Idrissa Gueye,MID,4,Everton,7,4.8,2,0,2,2,2,2,1,0,0,0,1,8,1,3,2,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,2,0,0,14,10,1,3,10
327,Igor Julio dos Santos de Paulo,DEF,2,Brighton,1,4.3,0,0,0,0,0,0,0,1,0,2,1,3,0,0,2,1,1,1,1,0,0,-1,2,0,1,1,0,1,0,0,6,0,2,1,1,6,3,1
328,Iliman Ndiaye,FWD,1,Sheffield Utd,9,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Illia Zabarnyi,DEF,2,Bournemouth,10,4.5,2,1,1,1,6,0,0,1,0,2,-1,6,2,1,5,6,0,1,7,1,0,2,2,1,0,2,6,8,0,2,7,1,1,7,0,1,1,1
330,Ionuț Radu,GK,3,Bournemouth,10,4.4,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Isaac Hayden,MID,4,Newcastle,17,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Ishé Samuels-Smith,DEF,2,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Ismaila Coulibaly,MID,4,Sheffield Utd,9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Issa Diop,DEF,2,Fulham,12,4.4,8,1,1,-1,5,6,1,2,0,0,0,0,0,0,0,0,1,0,0,1,2,7,0,2,1,1,0,0,0,0,0,0,0,0,2,6,-3,0
335,Issa Kaboré,DEF,2,Luton,13,4.0,1,0,1,1,2,5,3,0,1,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,-1,1,2,0,1,0,0,0,0
336,Ivan Neves Abreu Cavaleiro,MID,4,Fulham,12,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Ivan Perišić,DEF,2,Spurs,15,4.8,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Ivan Toney,FWD,1,Brentford,3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,6,7,2,2,2,1,5,2,1,0,0,2,2,1,4
339,Ivo Grbic,GK,3,Sheffield Utd,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,3,1,2,1,0,0,0,0
340,Jack Cork,MID,4,Burnley,5,4.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
341,Jack Grealish,MID,4,Man City,19,7.2,0,3,7,0,0,0,1,0,0,3,0,0,0,5,0,10,8,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,0,1,3,1,0,0
342,Jack Harrison,MID,4,Everton,7,5.5,0,0,0,0,0,0,1,14,1,6,2,5,2,3,3,3,3,2,7,2,3,3,9,2,1,2,2,2,0,2,0,1,1,5,3,2,0,0
343,Jack Hinshelwood,MID,4,Brighton,1,4.5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,10,1,2,2,9,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Jack Robinson,DEF,2,Sheffield Utd,9,4.4,2,1,1,1,3,-3,1,0,1,0,2,1,0,0,1,6,0,2,-2,1,1,0,1,2,-2,2,-1,7,0,1,1,0,0,0,1,1,1,0
345,Jack Walton,GK,3,Luton,13,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Jacob Brown,FWD,1,Luton,13,4.9,4,0,0,1,2,2,3,2,2,1,1,0,7,6,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Jacob Bruun Larsen,MID,4,Burnley,5,4.9,1,0,1,1,0,1,7,1,1,1,1,1,0,8,2,0,2,1,1,0,1,0,1,1,1,0,2,1,11,1,10,2,2,6,3,2,7,1
348,Jacob Murphy,MID,4,Newcastle,17,4.8,4,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,6,0,2,2,3,3,2,5,10,7,7
349,Jacob Ramsey,MID,4,Aston Villa,18,5.9,0,0,0,0,0,1,6,0,0,0,0,0,1,1,1,1,2,2,1,1,0,1,1,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0
350,Jacob Wright,MID,4,Man City,19,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Jadan Raymond,MID,4,Crystal Palace,11,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Jaden Philogene-Bidace,MID,4,Aston Villa,18,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Jadon Sancho,MID,4,Man Utd,6,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Jaidon Anthony,MID,4,Bournemouth,10,4.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Jairo Riedewald,MID,4,Crystal Palace,11,4.4,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
356,Jake O'Brien,DEF,2,Crystal Palace,11,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,Jakub Kiwior,DEF,2,Arsenal,4,4.3,0,1,1,0,0,0,0,0,0,6,0,1,0,1,1,0,1,0,0,1,1,1,3,6,9,8,10,2,0,6,0,0,0,6,1,0,1,0
358,Jakub Moder,MID,4,Brighton,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2,0,2,1,2,2,1,0,1,1,2
359,Jamaal Lascelles,DEF,2,Newcastle,17,4.0,0,0,0,1,0,0,6,1,6,0,9,0,7,6,1,-1,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
360,Jamal Lewis,DEF,2,Newcastle,17,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Jamal Lowe,MID,4,Bournemouth,10,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,James Garner,MID,4,Everton,7,4.9,2,2,1,2,1,7,2,8,2,3,2,1,2,3,0,3,2,2,2,2,3,3,1,1,3,2,5,2,0,2,1,3,0,4,3,0,3,2
363,James Hill,DEF,2,Bournemouth,10,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
364,James Maddison,MID,4,Spurs,15,7.9,9,3,10,7,1,9,2,6,9,6,1,0,0,0,0,0,0,0,0,0,0,7,5,1,2,0,5,9,2,2,2,2,1,0,3,1,6,6
365,James McAtee,MID,4,Sheffield Utd,9,4.4,1,0,0,0,3,2,1,1,5,2,4,2,2,1,2,8,1,1,5,0,2,7,2,7,2,2,1,1,0,1,2,1,1,6,0,1,0,0
366,James McConnell,MID,4,Liverpool,14,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,James Milner,MID,4,Brighton,1,4.8,3,0,2,0,1,0,0,0,1,0,2,0,0,3,1,1,1,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,James Shea,GK,3,Luton,13,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,James Sweet,DEF,2,Arsenal,4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,James Tarkowski,DEF,2,Everton,7,4.5,2,0,2,1,2,14,1,7,0,6,1,1,1,8,6,6,6,1,1,0,5,6,1,1,2,1,1,1,0,0,1,5,-2,13,5,2,9,0
371,James Tomkins,DEF,2,Crystal Palace,11,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
372,James Trafford,GK,3,Burnley,5,4.5,2,0,2,1,2,3,5,0,3,2,1,2,1,7,3,7,2,9,3,2,2,1,2,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
373,James Ward-Prowse,MID,4,West Ham,2,6.0,0,9,6,7,7,2,4,2,2,2,2,11,2,1,8,2,3,3,6,3,9,10,2,2,2,2,5,1,1,2,2,10,2,2,1,1,8,2
374,James Wright,GK,3,Aston Villa,18,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Jamie Donley,FWD,1,Spurs,15,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Jamie McDonnell,MID,4,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Jan Paul van Hecke,DEF,2,Brighton,1,4.0,2,0,0,2,1,0,0,1,1,0,3,2,1,1,1,2,1,2,1,8,6,0,2,1,6,1,1,6,0,0,6,1,2,0,0,0,0,0
378,Japhet Tanganga,DEF,2,Spurs,15,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Jarell Quansah,DEF,2,Liverpool,14,4.0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,1,2,0,0,2,0,2,0,1,0,3,1,1,9,15
380,Jarrad Branthwaite,DEF,2,Everton,7,4.1,0,0,1,0,2,1,1,6,1,8,1,1,1,9,6,5,0,1,0,1,6,5,8,1,2,9,1,1,0,1,2,6,-1,20,6,5,6,1
381,Jarrod Bowen,MID,4,West Ham,2,7.6,9,2,12,7,2,7,9,2,8,2,7,8,0,2,7,2,8,8,6,3,2,1,2,2,2,20,5,2,2,10,5,1,0,0,13,2,2,0
382,Jason Steele,GK,3,Brighton,1,4.2,2,3,0,0,3,0,0,0,2,3,0,2,0,1,2,0,0,0,1,8,10,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
383,Javier Manquillo Gaitán,DEF,2,Newcastle,17,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Jay Rodriguez,FWD,1,Burnley,5,5.3,0,0,1,0,0,1,2,0,0,1,2,2,9,6,2,5,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1
385,Jay Stansfield,FWD,1,Fulham,12,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Jayden Bogle,DEF,2,Sheffield Utd,9,4.5,0,0,7,0,6,0,1,4,1,0,2,4,0,0,0,5,1,1,0,0,1,1,-1,2,0,2,-4,9,0,0,1,7,2,7,0,1,2,1
387,Jayden Danns,FWD,1,Liverpool,14,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Jayden Luker,MID,4,Luton,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
